,SCHOOL_DSTRCT_CD,LABEL_LVL_1_DESC,PROGRAM_TOTAL,PROGRAM_PERCENT,TOTAL_COUNT
3057,774,Grad Rate -Students With Disability,17.0,92.08,18.5
3058,774,Grad Rate -Students Without Disability,97.33333333333333,85.39999999999999,110.0
3059,774,Grad Rate -White,12.0,80.0,15.0
3060,776,Grad Rate -ALL Students,444.0,80.655,550.5
3063,776,Grad Rate -Asian/Pacific Islander,18.0,94.74,19.0
3064,776,Grad Rate -Black,104.0,86.67,120.0
3065,776,Grad Rate -Economically Disadvantaged,444.0,80.655,550.5
3066,776,Grad Rate -Female,233.0,88.59,263.0
3068,776,Grad Rate -Hispanic,229.0,73.635,311.0
3069,776,Grad Rate -Homeless,25.0,70.435,35.5
3070,776,Grad Rate -Limited English Proficient,90.0,58.629999999999995,153.5
3071,776,Grad Rate -Male,211.0,73.4,287.5
3075,776,Grad Rate -Students With Disability,28.0,64.38,43.5
3076,776,Grad Rate -Students Without Disability,416.0,82.05000000000001,507.0
3077,776,Grad Rate -White,86.0,93.995,91.5
3078,779,Grad Rate -ALL Students,233.0,95.88,243.0
3082,779,Grad Rate -Black,16.0,100.0,16.0
3083,779,Grad Rate -Economically Disadvantaged,41.0,91.11,45.0
3084,779,Grad Rate -Female,116.0,98.31,118.0
3086,779,Grad Rate -Hispanic,16.0,84.21,19.0
3089,779,Grad Rate -Male,117.0,93.6,125.0
3091,779,Grad Rate -Multi-Racial,11.0,100.0,11.0
3092,779,Grad Rate -Not Economically Disadvantaged,192.0,97.0,198.0
3093,779,Grad Rate -Students With Disability,23.0,92.0,25.0
3094,779,Grad Rate -Students Without Disability,210.0,96.3,218.0
3095,779,Grad Rate -White,183.0,96.32,190.0
3096,781,Grad Rate -ALL Students,496.0,75.73,655.0
3099,781,Grad Rate -Asian/Pacific Islander,10.0,100.0,10.0
3100,781,Grad Rate -Black,214.0,77.82,275.0
3101,781,Grad Rate -Economically Disadvantaged,221.0,71.52,309.0
3102,781,Grad Rate -Female,267.0,84.23,317.0
3104,781,Grad Rate -Hispanic,148.0,64.63,229.0
3105,781,Grad Rate -Homeless,25.0,62.5,40.0
3106,781,Grad Rate -Limited English Proficient,32.0,41.03,78.0
3107,781,Grad Rate -Male,229.0,67.75,338.0
3109,781,Grad Rate -Multi-Racial,17.0,85.0,20.0
3110,781,Grad Rate -Not Economically Disadvantaged,275.0,79.5,346.0
3111,781,Grad Rate -Students With Disability,39.0,60.0,65.0
3112,781,Grad Rate -Students Without Disability,457.0,77.5,590.0
3113,781,Grad Rate -White,103.0,88.03,117.0
3114,784,Grad Rate -ALL Students,75.0,82.42,91.0
3118,784,Grad Rate -Black,34.0,87.18,39.0
3119,784,Grad Rate -Economically Disadvantaged,75.0,82.42,91.0
3120,784,Grad Rate -Female,36.0,87.8,41.0
3125,784,Grad Rate -Male,39.0,78.0,50.0
3129,784,Grad Rate -Students With Disability,11.0,68.75,16.0
3130,784,Grad Rate -Students Without Disability,64.0,85.3,75.0
3131,784,Grad Rate -White,37.0,78.72,47.0
3132,785,Grad Rate -ALL Students,448.0,93.33,480.0
3135,785,Grad Rate -Asian/Pacific Islander,18.0,100.0,18.0
3136,785,Grad Rate -Black,133.0,93.01,143.0
3137,785,Grad Rate -Economically Disadvantaged,448.0,93.33,480.0
3138,785,Grad Rate -Female,239.0,96.76,247.0
3140,785,Grad Rate -Hispanic,148.0,94.27,157.0
3141,785,Grad Rate -Homeless,14.0,100.0,14.0
3142,785,Grad Rate -Limited English Proficient,25.0,89.29,28.0
3143,785,Grad Rate -Male,209.0,89.7,233.0
3145,785,Grad Rate -Multi-Racial,15.0,83.33,18.0
3147,785,Grad Rate -Students With Disability,38.0,73.08,52.0
3148,785,Grad Rate -Students Without Disability,410.0,95.8,428.0
3149,785,Grad Rate -White,134.0,93.06,144.0
3150,786,Grad Rate -ALL Students,108.0,92.31,117.0
3154,786,Grad Rate -Black,15.0,88.24,17.0
3156,786,Grad Rate -Female,61.0,93.85,65.0
3159,786,Grad Rate -Homeless,12.0,92.31,13.0
3161,786,Grad Rate -Male,47.0,90.38,52.0
3164,786,Grad Rate -Not Economically Disadvantaged,108.0,93.9,115.0
3166,786,Grad Rate -Students Without Disability,102.0,94.4,108.0
3167,786,Grad Rate -White,86.0,94.51,91.0
3168,789,Grad Rate -ALL Students,170.0,74.24,229.0
3172,789,Grad Rate -Black,106.0,67.52,157.0
3173,789,Grad Rate -Economically Disadvantaged,170.0,76.23,223.0
3174,789,Grad Rate -Female,100.0,86.21,116.0
3179,789,Grad Rate -Male,70.0,61.95,113.0
3183,789,Grad Rate -Students With Disability,11.0,32.35,34.0
3184,789,Grad Rate -Students Without Disability,159.0,81.5,195.0
3185,789,Grad Rate -White,57.0,93.44,61.0
3186,791,Grad Rate -ALL Students,103.0,97.17,106.0
3191,791,Grad Rate -Economically Disadvantaged,31.0,96.88,32.0
3192,791,Grad Rate -Female,48.0,96.0,50.0
3194,791,Grad Rate -Hispanic,13.0,100.0,13.0
3197,791,Grad Rate -Male,55.0,98.21,56.0
3200,791,Grad Rate -Not Economically Disadvantaged,72.0,97.3,74.0
3202,791,Grad Rate -Students Without Disability,95.0,97.9,97.0
3203,791,Grad Rate -White,88.0,96.7,91.0
3204,792,Grad Rate -ALL Students,445.0,86.91,512.0
3205,792,Grad Rate -Active Duty,11.0,100.0,11.0
3208,792,Grad Rate -Black,316.0,85.87,368.0
3209,792,Grad Rate -Economically Disadvantaged,445.0,86.91,512.0
3210,792,Grad Rate -Female,236.0,91.12,259.0
3212,792,Grad Rate -Hispanic,12.0,80.0,15.0
3213,792,Grad Rate -Homeless,13.0,65.0,20.0
3215,792,Grad Rate -Male,209.0,82.61,253.0
3217,792,Grad Rate -Multi-Racial,15.0,78.95,19.0
3219,792,Grad Rate -Students With Disability,39.0,72.22,54.0
3220,792,Grad Rate -Students Without Disability,406.0,88.6,458.0
3221,792,Grad Rate -White,94.0,93.07,101.0
3222,793,Grad Rate -ALL Students,158.0,96.34,164.0
3226,793,Grad Rate -Black,65.0,92.86,70.0
3227,793,Grad Rate -Economically Disadvantaged,83.0,93.26,89.0
3228,793,Grad Rate -Female,86.0,96.63,89.0
3230,793,Grad Rate -Hispanic,13.0,100.0,13.0
3233,793,Grad Rate -Male,72.0,96.0,75.0
3236,793,Grad Rate -Not Economically Disadvantaged,75.0,100.0,75.0
3237,793,Grad Rate -Students With Disability,12.0,75.0,16.0
3238,793,Grad Rate -Students Without Disability,146.0,98.6,148.0
3239,793,Grad Rate -White,80.0,98.77,81.0
3240,891,Grad Rate -ALL Students,23.0,12.92,178.0
3244,891,Grad Rate -Black,16.0,11.43,140.0
3251,891,Grad Rate -Male,18.0,10.91,165.0
3254,891,Grad Rate -Not Economically Disadvantaged,20.0,14.3,140.0
3256,891,Grad Rate -Students Without Disability,18.0,14.2,127.0
